yy;mm;dd;5813_2;5817_1;5820;5832;5833;5849_2;5863;5868_1;5870;5880_1;5882_1;5884;5887;5888;5889;5893;5919;5924;5926;5933;5934;5937_2;5941_1;6933;7136;7144;7203_1;14233_1;14437_1
2013;2;25;1;4;1.2;14.6;2.8;0.2;1.2;9.4;0.2;0.2;7.8;1;8.8;0.4;1;0.2;19;4.4;0;0.4;2.4;4.4;17.4;4.8;0.6;1.6;7.6;3.8;4.8
2013;2;26;0;0;7.4;1.6;3.2;0.4;0;2.2;0.2;0;7;10;0;0;3.6;0;6.8;0.4;0;0.2;2.2;0.6;7.6;0;1.4;0;10;3.6;11.8
2013;2;27;0.4;2;0;0;0;2.2;2.2;0.6;0.2;0;2.6;0;3;0.6;0;0.6;0.2;0.2;0;0;0;0.2;0.4;0.6;0;0.8;3.6;1.2;3
2013;2;28;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;1
2013;3;1;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0.4;0;0.2
2013;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0
2013;3;3;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2;0
2013;3;4;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0.2;0
2013;3;5;18.4;21.2;32.6;23.2;17.2;16.4;24.2;6.6;8.8;17;14.6;12.6;46.2;18.6;12.6;8.4;28.2;18;5.6;12.8;15.4;15;18.8;12;18.8;10;28.4;17.2;3.2
2013;3;6;52.2;87.6;96.2;58.8;73.6;68.8;86.8;27.8;23;35;48.6;45.4;135.6;50.4;34.6;26.8;63.2;53.6;25;40.4;54.2;55.4;55.4;47.8;98;39.6;92.8;55.2;10.2
2013;3;7;9.2;21.8;26.2;27.4;12.2;35.8;9.8;35;28.4;23.4;17.2;16;13.8;9.8;18.8;14.2;23.4;31.6;31.8;22.6;11;23.2;40.2;33.8;24.6;28.2;57;26.6;36.4
2013;3;8;23.6;44.4;23.4;58.4;13;29;17.6;51.2;22.8;34.8;33;16.6;24.4;20.2;18.8;26.8;49.4;35.2;25.6;26.4;14.6;44;47.2;53.4;22.2;74.2;93.2;34.4;27.4
2013;3;9;16.8;31.4;6.8;26.4;7;7;32;32.6;6.8;21;26.2;9.4;24.8;17;8;17.4;24.6;31.2;4.8;27.2;10;24.8;31;31.6;5;44.6;54.4;30.2;22.8
2013;3;10;0.2;3.4;0.2;36.6;0;0;0.2;8.2;0;17.2;8;0.2;0.2;0;0;7;69.4;47.4;0;22.6;0;12.8;32.8;13.4;0.2;0.2;18.6;7.2;5.2
2013;3;11;3.2;5.2;2.2;9;0;7.8;0;0;0.4;13.4;0.8;0.2;0;1.2;13;0.4;44.6;9.6;0.6;30.6;0;0;1.2;0.2;0.2;0;0;3;0.4
2013;3;12;3;3.4;0;1.2;0.4;2.2;50;9.2;1.6;0.6;2;0;47.2;6.2;0.2;2;5.2;2;0;9.8;0;0.2;2.4;1.6;3.2;3;13.8;4.2;6.6
2013;3;13;7.6;7.2;0;27.4;0;2.6;8;9.8;0;14.6;3.8;0;24.8;2.6;0;15.6;26.2;30.8;0;24.2;0;6.4;19.6;3;0.2;3.4;19.2;6.6;10.4
2013;3;14;0.2;0;0;0;0.2;3.4;0;0.4;0;0;2;0;0.2;0.2;0;0;0;0;1.6;0;0;0;0.2;0;0.4;0.2;0.6;0.2;2.8
2013;3;15;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0.2
2013;3;16;0;0.8;1;0;0.2;1;0;0;0.6;0;0;0;0;0.2;0.2;0;0.2;0;1.6;0;0.4;0;0;0;0.4;0;0;0;0
2013;3;17;9.8;7.6;35;60.2;12.6;26.8;31.4;2.6;16.8;40.6;3.2;10;28.2;17.6;12.2;39.2;54;54.2;10.8;35.2;13.2;47.4;27.4;39;22.6;31.6;3.6;2.6;0.2
2013;3;18;10;6.4;33.6;91.4;22;31.4;18.6;70.6;27.4;64;3.6;12;10.4;4;16;32;73.8;81.4;29;86.8;5.6;27.2;81.2;43.4;25.4;34.8;34.4;2;5.8
2013;3;19;30.6;37.4;0;0;0.2;0;2;9.6;0;0;44.2;0;32.4;32.8;0;0;0;0;0;0;0;0;0.6;0.2;0;0.4;78.8;41.4;33.4
2013;3;20;15.2;18.8;3;23.6;6;4.6;29.4;15.8;6.2;13.6;17;8.6;35;22;3;11.6;21.6;11.4;5.4;12;17.2;18;16.4;15;4.4;25.2;35;20;24.6
2013;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0.2;0;0;0;0;0;0.4;0;0;0.2
2013;3;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0
2013;3;23;4.4;3;11.4;12.4;8.6;16.8;5.4;5.8;9.8;8.8;3.6;12.6;5.6;3.2;9.8;2.8;12;7.6;7.2;10.4;11;2.4;4.8;3.6;12.4;2.4;7.4;3.6;4
2013;3;24;25.6;24.6;42.4;16.4;29.6;32.4;32;19;24.4;8.2;16.4;35;54.4;23.4;22;7.6;13.6;11.6;17.4;4.8;38.8;12.4;13.8;8.4;30.6;10;23.8;30.8;11.2
2013;3;25;3.6;1.4;0;0;0;0.2;3;1.4;0;0;3;0;2.8;2.8;0;0;0.2;0;0;0;0.2;0.4;0.2;0.4;0;0;5.2;2.4;4
2013;3;26;1.6;1.2;0.2;2.6;0;1.8;1;0.2;0;0.2;0;0;0.8;2.2;0;1.2;0;4;0.2;0.2;0;0;1.6;0;1;0.2;0;0.2;0.4
2013;3;27;0;1.4;0;0;0;0;0;0.8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.2;0.8;0
2013;3;28;18.6;27.8;10.8;44;2.4;19;8.4;39.4;13.4;23.8;29.6;4.4;15;15.6;6.2;22.4;47.4;52;12.2;42.2;2.2;26.8;51.4;34.8;10;25;67.4;27.6;21.8
2013;3;29;12;15;2;21.6;0;1.4;6.6;21.6;2.2;5;3.2;0.6;5.6;9.8;1.2;9;8.6;10.6;0.8;9.6;0.2;6.2;14.2;11.2;0.2;9.2;21;12;3.8
2013;3;30;31.8;44.8;39.4;56.4;27.6;29;55.2;36.8;35.2;30.4;41.4;29.2;61.6;40.6;31;36.8;39.8;48.8;33.8;53.6;29.4;49.4;57.2;40.2;33;52.8;77;39.4;25
2013;3;31;0;4.6;0;0;0.2;0.2;0;3.8;0;0;5;0;0.2;0.2;0;0.4;1.2;0.2;0;0.4;0;5.4;0.8;0.2;0.2;0;2.6;7;3.4
2013;4;1;3.6;3.6;3.6;9.6;1.6;0.2;15.2;5.8;2.8;2.4;4.4;4;16.4;3.2;1.6;1;3;10.8;3.4;0.8;5.6;3.8;9;1.8;5.8;2.4;13.2;3.8;7.8
2013;4;2;0.2;0.6;0.2;2;2.6;0;0.6;0.2;0.6;1;3;0.8;1;0.2;0;0.8;2.4;0.4;0.4;4.4;0.2;0.6;0;0;0;0.2;2.8;0.2;3.8
2013;4;3;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0
2013;4;4;21;30.2;43.2;14.4;32.6;20.8;36.8;10.2;24.4;4.8;30.8;41.8;36.6;27.2;29.8;6.4;9.6;11.2;21;4.2;28;23.2;20.4;21.8;38.4;13.6;31;34.8;16.4
2013;4;5;7.4;10.6;0.4;21.2;1.8;0.4;15.2;12.6;0.2;8.6;11.2;2.6;14;8.4;0;3.2;13.6;9.4;2.8;13;3.4;10;9.2;7.2;0.2;6.4;19;7.8;20.4
2013;4;6;0.2;4.4;5.2;0.8;1.8;0.4;3.6;11.6;0;0.2;5.4;6.8;4.4;0.4;6;0.8;0.6;3.4;0;0.4;4;1;5.8;9.8;4.2;2.8;16.8;4;4
2013;4;7;0;0;0;0;0;6;0;0;1.4;0;0.2;0;0;0;0.2;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0
2013;4;8;30;21.8;0.2;62.6;1;0.8;7.8;44.8;0.2;43.2;14.2;1;6.2;18.4;0;27.6;71.6;38;0.4;37.2;1.2;29.6;38.4;47.6;0;17;40.6;25;19.8
2013;4;9;14.6;36.4;0;2.6;0;0;6.2;14.4;0.4;1.4;25.8;0;7.2;15;0;2.8;2.8;3.2;0.2;3.4;0;3.4;4.6;8.8;0;6.8;27.6;45;13.4
2013;4;10;0;0.2;0;0.8;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0;0.2;0.2
2013;4;11;4.2;5;3.6;0.6;12.8;1.2;32.8;12.8;1.2;0.6;1.2;3.6;25.8;5.2;4.6;1.2;1;0.6;0;0.6;5.2;1.8;1.4;5.2;0.4;10.4;16;7.2;0.6
2013;4;12;6.4;19.2;0.4;13.4;0.8;0;23.8;14.6;0.2;2.2;4.6;1.4;19.2;8.2;0.4;4.4;10.8;8.8;0;14.8;0.8;11.4;10.8;12.8;0;17.2;33;18;4
2013;4;13;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0.4;0;0
2013;4;14;0;0;0;0.2;0.2;0;0;0;0;0;0.2;0;0.2;0.2;0;0;0;0.2;0;0.2;0;0;0;0;0.2;0.2;0.2;0;0
2013;4;15;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0
2013;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;4;18;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;4;19;1.4;3;0.2;2.2;0.2;2.4;0.8;6.2;0.2;4;5;0.6;0.8;1.8;0.4;4;3.6;4.2;0.4;0;0.2;2.4;2.8;5.2;0.2;3.8;9.8;3.8;2.8
2013;4;20;0.6;7.2;0;17.2;1.4;1.8;1.6;13.4;0;10.4;7;0.4;1;0.4;1;9.8;13;11;0;12.8;0.2;6.4;9.6;10;1.8;4.6;18;6.8;12.4
2013;4;21;5.6;10.4;4.6;1;15;6.4;14.4;15.8;3.4;0;8.6;12.2;16.6;10.8;4.6;3.2;0;3.4;7;0;16;13.6;3;4.6;16;11.2;21.4;11.8;12.6
2013;4;22;4.6;8.6;12.8;4.2;20.2;9.6;7.2;4.4;11.2;2.6;11.8;10.4;6;7.6;11.6;3.2;2.8;3.6;9;5.8;10.8;4.2;4.6;5;10.6;2.4;15.4;8.6;9.8
2013;4;23;0;0;0;3;0;0.6;0;0;0.2;1.4;0;0;0;0.2;0;0.4;0.4;2.2;0;0;0;0;0.4;0;0.4;0.2;0.4;0;0
2013;4;24;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0.2;0;0
2013;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;4;26;11.4;7.2;1.6;3;1.4;10;10;14.2;3.2;0;4.6;0.8;14.6;10.8;1.2;5;0;1.2;2;0;1.4;7.8;6.2;8.2;2.8;7.2;11.6;10;6.6
2013;4;27;53.8;91.8;3.6;59.4;11.6;18;23.8;78;9.2;31;78.6;20.4;25;59.8;4.2;57.8;51;43.2;2.8;46.8;12.2;64;66.8;68;4.8;105;180.2;62.6;45.4
2013;4;28;4.6;7.8;6.8;1.2;11.4;27.4;5.4;5;7;0.2;5.8;6.4;6.2;4.6;8.2;4;1;0.6;8.2;1.8;8.4;2.4;1.2;2.4;11.6;8.6;19.2;6;1.8
2013;4;29;8.6;7.2;13.2;14.8;14;30.2;7.2;5.8;10.4;6.4;7.4;13.2;8.2;8.4;12.2;4.8;9.4;10.2;8.8;9.4;9.4;4.4;6;4.8;18;3.8;7.6;7.8;5.2
2013;4;30;1.4;2;1.6;1.6;3.8;16.8;3.2;2.8;1.8;1;3;4.4;3.6;1.2;2.4;1.2;2;2.2;2.4;1.8;3.6;1.2;2.4;1.6;6.4;1.6;5.4;3.2;2.8
2013;5;1;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.4;0;0.2
2013;5;2;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
2013;5;3;0;1;0;0;0;0.4;0;0;0;0;0;0;0;0.4;0;0;0;0.2;0;0;0;0;0;0;0;0;0.4;0;0
2013;5;4;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0
2013;5;5;18.8;9.4;6.8;19;12.6;5.4;19.6;14.2;1.2;17.4;5.8;8.2;28;30.2;13;18;19.2;26.2;0;15.2;14.2;19;25.8;13;7.8;22.2;12.6;9;9
2013;5;6;0;4.4;0;2.4;0;3;0;2.2;0;0;4.2;0;0.2;0.2;0;0;0.2;0;0;0;0.2;0;2.4;1.8;4.4;0;5.8;1.6;15.8
2013;5;7;0;0.2;0;0;0;0.4;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.8;0
2013;5;8;0;5.6;0;1.2;0;0;0;0.2;0;0;9;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0.8;3.4;2
2013;5;9;0.4;0.2;1.2;0;0.2;0.6;0.2;0;0.8;0;0;0.2;0.2;0.6;1.2;0;0;0;1.2;0;0.2;0;0;0;0.2;0;0.2;0;0
2013;5;10;5.2;8.8;2;6.4;4;21.4;10.4;6;1.8;7.2;3.2;2.8;10.8;5.4;2.4;3;3.2;6;0;4.4;3.2;4.6;3.4;9;4.4;2.6;7.4;5.4;1.2
2013;5;11;1.8;0;0;2.2;0.2;0.4;0;6.6;0;0;1.4;0;0;0.2;0;0.4;2;2;0;5;0;5;5.2;2.8;0.2;0;0.6;0.2;2.2
2013;5;12;2.4;0.6;0;15.2;0.4;1.2;1;1.4;0;0;0.4;0;1.4;11.8;0;0;0;0;0;0;12.8;0;0;0;0.2;0;0.4;1.2;1.8
2013;5;13;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0
2013;5;14;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;5;15;15.2;5.4;7.6;5.6;9.8;7.2;14.6;10;11.6;2;9.4;6.8;15;9.6;6;2.2;5.6;8.8;3;3.8;4.6;6.8;7.2;6.8;106;10;8.6;10.4;5.6
2013;5;16;58.4;55.2;39.8;104.2;38;43.2;107.8;54.8;33.6;32.8;52.8;37.6;113.6;71.2;34.6;37.8;44.2;59;30.6;79;41.6;45;41.8;44.8;57.2;33.4;111.4;52.8;34.6
2013;5;17;4.2;18;1;46.8;0.6;2.6;12.6;14.6;0.2;20.8;13;0;15.8;5.4;0.6;11.2;29.4;20.4;1.2;46.2;0.2;15.8;19;9;1;10.2;23.4;18.6;12.2
2013;5;18;44;36.4;60.2;16.4;61.8;67.4;57;30.4;46.2;18.8;31.2;53.2;60.4;47.4;53.6;23;17.4;17.2;34.2;8.8;62.8;21.2;17;25.2;74.4;26.4;52.8;32.8;25.2
2013;5;19;15.8;36.2;1.4;13.8;1.2;11.8;5.6;34.8;1;15.6;19.6;0.2;3.6;13.6;1.2;18.2;12.2;13.6;3.6;13;1.2;21.8;20;22;0.4;13.4;43.8;36.8;29
2013;5;20;13;5;0;3.2;0;0;0;4.8;0;0;2.6;0;0;11.2;0;0.2;1.2;3;0;0;0;4.6;3;0.8;0;1.6;12.6;1.4;3.8
2013;5;21;0;0.2;0;0;0.2;0.2;0.6;2.8;0;0;1.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;0
2013;5;22;0;0;0;0;0;2.2;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
2013;5;23;1;0.4;0;9;0;0;3;7.6;0;0;1.2;0;3.4;14.4;0;0;0;0;0;0;0;0;1.2;1.8;0;0;0.4;1;1.4
2013;5;24;9.6;4.6;2.2;17.4;0.2;2.6;6.6;0.8;11;4;1.2;0.2;5;14.4;0.2;5.2;0.2;8.4;4;0;0.6;5.6;5.4;9.6;0;0.4;1;5.2;3.6
2013;5;25;16.2;14;3;10.4;0.6;6.2;19.6;17.6;4;1.6;18.6;2.6;22.8;12.8;3.6;4;3.6;5.8;0.8;3.2;2.2;12;6.2;10;2.8;5.8;34.4;12.4;21.4
2013;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.4;0;0
2013;5;27;0;0.8;0;0.2;0.6;0;1.6;0;0;0;0;0.4;1.4;0.4;0;0;0.2;0;0;0.4;0;0.2;0;0;0;0;1;0.6;0
2013;5;28;0;1;6.4;4.6;4;6.4;12.8;4.4;7.8;1.2;0.2;4.6;22.2;0.2;5.8;1.2;8.2;4.4;5.8;1.8;5.6;3.8;3;3.8;2.4;2.6;3.6;1.2;0.6
2013;5;29;8.6;38.2;0;13.2;0.4;2;13;7.2;0.2;9;13.8;0.8;13.8;4.6;0.2;3.4;3.4;14;0;7.4;0.4;3.8;5.6;7;0.2;1.4;24;31.2;16.2
2013;5;30;0.8;8.4;0;13.6;0.2;0;3.2;4.2;0;1.8;15.6;1.6;2.8;0.6;0;1.8;2.2;4.6;0;5.6;0.4;3.6;4.8;3.2;0;1.6;27.6;14.8;6
2013;5;31;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0.2
2013;6;1;0;0.2;0;0.2;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0.4;0.4;0
2013;6;2;0;0;0;0;0;1;0.2;0;0;0;0.2;0.2;0;0;0;0;1;2.4;0;0;0;0;0.2;0;0;0;0;0;0
2013;6;3;2;7.4;0;3.4;0.8;10.6;0.4;0.2;5.2;4;0.4;0;0.8;1.6;1.2;6.4;3.2;4.8;3;1.4;0;4.6;2;0.8;3;1.8;0.4;0.6;0
2013;6;4;0.8;10.4;0;2.4;0;3;0.2;2.4;0;0;4.2;0.2;0;0.2;0;0;0;0.4;0;0;0;0;0;1.6;0.8;0;0;9.8;0
2013;6;5;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0.4;0;0.2
2013;6;6;0;0.4;0;0;0;1.8;0;8.6;0;0;6.4;0;0;0;0;0.2;0;0.8;0;0;0;0.2;1.8;0.6;0;0;21.8;10.6;3
2013;6;7;0.8;4;0;1.6;0.2;3.8;0;0.4;0;0;0;0;0;1.2;0;0;0;1.6;0;0;0;0;0;2.8;0;0;7.2;0.2;8.6
2013;6;8;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0
2013;6;9;12.8;65.8;0.4;15;1.6;14.2;24.2;21;2.6;14.8;27.2;4.8;22.4;12.8;0.6;14.6;11.4;13.4;5.6;11;3.2;15.6;22.8;19.2;8.6;25;51.6;32.2;15.4
2013;6;10;2.8;0;0;4;0;0.2;4.2;0.8;0;9.8;0;0;7.6;2.2;0;0.8;2.6;1.8;0;7.4;0;2.2;0.4;2.6;0;28;0.4;0;0
2013;6;11;0;0.2;0;0;0;0.8;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0;0.2;0
2013;6;12;0;0;0;0.4;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0
2013;6;13;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;5;0;0;0;0;0;0;0.2;0;0
2013;6;14;0;0;0;0;0;0;0.2;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;15;0;0;0;0;0;0.2;0.8;0;0;0;0;0.6;0.6;0.2;0;0.4;0.2;0;0;0;0.2;0;0.4;0;0.6;0.2;0;0;0
2013;6;16;0;0;0;0;0.6;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0
2013;6;17;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;19;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;20;0;0;2.4;0;0.2;1.8;0;0;1.6;0;0;1.2;0.2;0;0.4;0;0;0;1.2;0;1.2;0;0;1.2;2.2;0;0;0;0
2013;6;21;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;22;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;23;0;0;0;0;0;0.2;4.4;0;0;0;0.2;0.2;2.8;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0
2013;6;24;2.6;1.8;0;14.6;0;1.4;1.2;4.8;4;8.8;6.8;0;4.6;2.6;0;2.4;6.6;10.2;7.6;2.4;0;6.6;13.2;3;0;1;4;1.2;5
2013;6;25;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0
2013;6;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0
2013;6;27;6;7.6;1.4;0;13.4;11;8.2;2;3.6;0.4;7.8;7.4;6;6;1.8;0.2;0.4;0;2.6;0.4;4.8;0.4;0.2;1.6;2.6;1.4;4.6;10;3.6
2013;6;28;0;0.2;0;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0.2;0;0.2;0.2
2013;6;29;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;6;30;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0
2013;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;3;0;0;0;0;0;0;0;0;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;4;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;5;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0
2013;7;6;0;14.8;0;0;0;0;0;1;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2;0;1.6;0;0;8.6;6.4;0
2013;7;7;0;0;0.2;0;0;0.2;0;0;0;0;0;1.6;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;8;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;9;0;0;0;0.2;0;2;0;0;0;0;0;0;0;0;0;2.4;2;0;0;0;0;0;0.4;0;0;6;0;0;0
2013;7;10;0.2;1.4;0;0;0;0.8;0;12.8;0;0;3.8;0;0;28.8;0;0;0;8.6;0;0;0;0;0.8;0.4;3.6;0.2;0.4;4.8;17.2
2013;7;11;0;0;0;0;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0.2
2013;7;12;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;13;0;0;0;0;0;0.6;0.6;0;0;0.4;0.2;0.2;0.2;0;0;8.6;0;1;0;0;0;0;2.8;0;0.2;0.2;0;0;0
2013;7;14;0;17.6;0;2.4;0;3.8;0;2.2;0;0;0.6;0;0;0.2;0;0;0;0.4;0;0;0;0;2;4.6;0;0;9.4;10.6;0.2
2013;7;15;0;0;0;0;0;0.4;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0.2;0
2013;7;16;0;0.2;0;0;0;0.2;0;0;0;0;8.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;2.8;7.4
2013;7;17;0;44;0;0;0;7.2;8.8;0;0;0;20.2;0;0.2;0;0;0;0;0;0;0;6.4;0;0;0;0.8;0;9.8;36.4;11.8
2013;7;18;0;3.8;0;42.6;0;8;2.2;0.2;0.8;3.2;4.2;0;2;0.4;0;5.4;0;17;6.6;2.2;19.8;17;12.2;50.2;19.8;0;9.8;2;17.8
2013;7;19;7.4;0.8;0;3.6;1;3;1.2;0;0;1.6;6.2;0;6.2;1.2;0;0;2.8;0;0;26.4;0;0;0;0;0.2;0;0.6;1;0
2013;7;20;2.8;1.4;0;1.6;0;0.4;5.2;0;0;0;0;0;9.2;10.8;0;0;0;0.8;0;0;0;0;1;1.8;0;0;3.2;0.8;0
2013;7;21;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0
2013;7;22;0;0;0;0;0;1;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.4
2013;7;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4
2013;7;24;0;0;0;0;0;8.8;0;0;0;0;0.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0;6.4;0;0.2;0;0
2013;7;25;0;0;0;0;3.2;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;26;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;27;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;28;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;7;29;21;12.2;1.4;15.8;2.8;21.8;17;0.2;1.8;3;22.6;2.6;16.6;22.8;1;4;12.2;5;5.4;11.2;4;5.2;5.4;9.4;18.6;17;30.4;15.4;14.8
2013;7;30;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0.2;0;0.2;0;0;0;0;0;0;0;0;0
2013;7;31;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0
