yy;mm;dd;aeronautica_6827;aeronautica_6828;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6891;aeronautica_6919;aeronautica_6923;calabria_146;calabria_7;calabria_34;calabria_127;calabria_140;calabria_191;calabria_196;calabria_212;calabria_213;calabria_246;calabria_294;calabria_386;sicilia_11806;sicilia_11807;sicilia_11839;sicilia_11842;sicilia_11843;sicilia_11857;sicilia_11864;sicilia_11876;sicilia_11888;sicilia_11933;sicilia_13881;aeronautica_6812
1971;5;3;2.2;8.8;0.4;0;0.4;0;4.4;0.2;2.8;5.4;0.3;0.2;2;5.2;0.4;0.4;4.4;1.7;0;2.3;2.5;0.7;3.2;12.4;0;3;4.6;5;6.3;2.8;7.8;1;0.2;NA
1971;5;4;0;0;0.1;0;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1.2;0;0;0;0;0;NA
1971;5;5;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.4;1;0;0;0;0;0;0;0;0;0.6;2.8;8.4;0.8;0.2;0;NA
1971;5;6;0;0;0.1;2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;NA
1971;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;NA
1971;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0.2;NA
1971;5;9;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;10;0.1;0;0;0;2;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.6;0;0;0;0;0;0;0;0.4;0;NA
1971;5;11;0.1;0;0.1;0;0;0.2;1.2;0.4;0;0;0.1;0.2;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0.2;0;0.2;NA
1971;5;12;7.4;0;9;0;8;2.8;11.4;0;1.8;1.8;1.2;1.7;0.2;0;1;1.4;2.6;0.6;0;1.2;0;0;3.4;7.4;0;0;0;0;2.2;1.8;3.8;2.2;9.6;NA
1971;5;13;0.2;0;0;0;0;0;0.1;0;0;0;0;0.7;0;0;0;0;0;0.2;0;0;0;0;0;0;12;0;0;0;0;0;0;0.2;12.8;NA
1971;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;19;0;0;0;0;0;0;0;0;0.8;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;20;4;3.2;0;0;0;0;0;0;1;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;21;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;22;0;0;0;0;0;0;0;0;7;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;23;0;0;0;0;0;1;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;NA
1971;5;24;21.2;0;0;0;0;0;0;0.1;0;0;0;0;1.4;0;0;0;0;0.2;0;0;0;0;0.4;0.2;0;0;0;1.6;0;0;1;2.6;0;NA
1971;5;25;0;0;0;0;0;0;0;0;0.8;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;NA
1971;5;26;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;5;27;9.6;1;0;0;5.8;0;0;0;0.4;0.2;0;0;0;0;0;0;0;0;0;0;0;0;2;0.2;0;0;0;0;0;0;0;0;0.6;NA
1971;5;28;9;0;0.1;10.2;0;0.4;0;0;2;5;2.3;0;1.2;0;8;0;0;1.2;0;14.6;2;0;1.6;3;0;0;0;17.4;0;2.2;0;0.6;0.2;NA
1971;5;29;4;0;0;0;0;7.8;0;0;0;0.1;0;2;3.5;0;0;0;0;0;1.1;4.3;3.4;1;0;0;0;0;0;5.2;4.4;0;0;0;1;NA
1971;5;30;0;0.6;0;4;0;14.2;0;2.4;0;0.1;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.3;0;0;0;0;NA
1971;5;31;0;0;0;0.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7;0.4;0;0;0;0;0;0;1.6;0;0;0;0;0;NA
1971;6;1;0.1;0;0;0;0;1.2;0.2;3.2;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;2;0;2;0;0;0;5.8;0;0;0;0;0;5.4;1;0;0;0;1.4;1.4;1.1;14.5;21;2;0.2;1.4;0;0;0;1.6;0;3.8;0.4;1.8;0;NA
1971;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;4;0;0;0.8;3;0.2;0;0;0.1;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;5;0.4;1;1;0.4;0;0.2;0;0;0;0;13.2;5.4;9.4;3.8;7;0.5;0;0.6;0;0;4.5;5;0.4;1.4;0;0;0.2;0;0.8;1.4;0.4;0.4;0;NA
1971;6;6;0;0;0;0;0;0;0.8;0;0;0.1;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;7;3.4;3;0;1.6;2;0;1;0;0;0;0;1;4.4;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;4.6;NA
1971;6;8;4.2;1;0;0;0;0;0;0;0;0;0;0.3;9.6;0;0;0;0.6;0;0;0;11;5;0;0;0;0;0;0.4;0;0;6;0;0;NA
1971;6;9;0;0;0.1;0;0;0;0;0;0;0;0;4;3.8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;14;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;NA
1971;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;23;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;26;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;6;30;0;0.4;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;1;0.6;19.4;6;14.8;0;2;0;0;0;0;28.5;22.5;47.7;44.8;74.4;1.9;2.2;0.4;0;1.2;0.2;15;0;0;0;0;0;2.6;0;0;0;0;5.2;NA
1971;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;5;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;6;73.4;7.8;1.2;0;0;0;0;0.1;0;0;0.1;1.3;0.4;0;0;0;0;0.4;0;0;0;1;0.2;0.8;3.5;0;0;0.4;0;1;0.4;0;1.6;NA
1971;7;7;0;0;4.2;0;0;0;0;0;0.2;0;0;1.7;5.2;0;0;0;0;0.6;2.1;0;0;3.5;0;0;2;0;0;0.8;0;1;0;0.4;0;NA
1971;7;8;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;3.2;3;1.2;0;0;0;0.3;0;0;0;0;0;1.2;0;7.8;0;0;0;NA
1971;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;19;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;7;20;0;12.2;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;21;0;27.6;0.6;2.4;0;12;2.6;0;0;0;0.4;8.2;7.1;6.8;0.8;20;9.8;0.8;0;37.4;18;0.6;0;0;0;0;0;2.6;0;0;0;0;0;NA
1971;7;22;0;0;0;0;0;0.4;0;0;0;0;27.2;0;0;5.6;21.8;4;8.2;5.6;3.6;0;0;0.9;0;0;0;0;0;16.4;0;0.2;0;0;0;NA
1971;7;23;0;0;0;3.8;0;0.6;0;0;0;0;14.3;0;0.2;0;1.6;2.4;5.6;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;24;0;0;0;0;0;0;0.4;0.2;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.4;1;3;0;0;0;0;0;0;0;0.4;NA
1971;7;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0.6;0;NA
1971;7;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;NA
1971;7;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;28;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;29;0.4;0;0;0;0;0;0;0;0;0;0;23.8;0.4;5.3;0;0;0.3;0;0;21.3;4;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;30;0;0;0;0.6;0;0;0;0;0;0;0.2;0;0;6.8;31;0;0;0;2;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;NA
1971;7;31;0;0;0;0;0;0;0;0;0;0;2;10;12.3;3.4;30;2.3;1;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;1;2.4;0;0;0;0;0;0;0;0;0;0;3;5;20;11.4;0;2.2;7;0;0;11;8;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;7;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;8;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;9;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;14;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;8;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;17;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;18;0;0;0;0;0.4;0;0;0;0;0;0;1.6;0;2.3;0.4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.7;0;0;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;8;22;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;0;0;0;NA
1971;8;23;0;0;0;0;0;0;0;4.4;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;NA
1971;8;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;8;27;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;30;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;8;31;0.1;37;0.1;13.2;0.2;0;0;1.4;0.2;1.4;0;0;0;0;0;0;0;0;0;12.7;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;1;0.2;5.8;44;40.4;0.6;3.2;0;0;0;0;0;0.3;0;0;1.2;0.4;1.2;3.4;0;8;14;0;3;0.8;0;0;0;19.6;0;13;0;7.4;0;NA
1971;9;2;0;0;42.8;0;2;4.2;0;0;0;0;82.9;2.5;9.4;3.5;25.7;13.4;12.2;3.8;3.4;0;0;6.5;5;0.2;0;0;5.6;12.8;0;0;5;0.2;0;NA
1971;9;3;0;9.2;0;0;0;0;0.1;0;0;0;0.1;0;0;0;1.3;0;0.2;0;0;0;1.3;0;2.4;2;0;0;0;0;0;0;0;0.4;0;NA
1971;9;4;0;0;0;0;0;0;0;23.2;0.4;0.8;0.1;17.5;0;2.7;0;0;0;0;0;0;0;0;0;0.6;0;0;0.4;0.6;2.8;0;4.6;2.8;1.6;NA
1971;9;5;0;0;0;0;80;0;0;9.6;0;0.1;0;0;0;0;0;2.1;10;29.6;76;2.6;0;0;0;0;0;1;0.4;0;4.6;0;37.8;0;0;NA
1971;9;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;27;0;0;0;0;0;3.8;0;3.4;NA
1971;9;7;0.6;0;0.2;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;11.8;0;0;NA
1971;9;8;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0.8;0.6;4.8;14.5;0;13;0;0;0;0;0;0.6;0;20.8;0;0;0;0;NA
1971;9;9;4.4;2.6;0.2;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;3.7;0;0;0;0;NA
1971;9;10;0.1;1.6;0;14;0;0.2;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;NA
1971;9;11;1;15.8;0.6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;NA
1971;9;12;0;2.6;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;9;13;16.4;38.6;0.2;0;0;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;14;0.8;3.6;0.4;2.6;0;0;0;0.1;2.4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;1.8;0;0;NA
1971;9;15;6.6;13.6;7.6;21;0;5.8;1.4;0;3.2;4.6;0;0;0.2;0;0;3.7;0.6;5.8;0;0;0;0;0;0;0;0;0;1;0;0.2;1;0;0.2;NA
1971;9;16;1.2;14.4;14.6;5.2;7.8;7.6;5.4;0;0.2;0;13.1;4.8;4.8;13.7;33.2;13.6;6.4;7.8;9;8.6;25;25;5.4;0.6;0;0;0;20.4;0;10.4;0.4;22.8;6.4;NA
1971;9;17;0.8;0;1;4.6;0.4;17.6;1;2;0;0;30.6;18.4;31.2;43.8;49.2;27.1;17;9.6;25.4;12.4;16.2;20;10.4;5.6;12;3.8;5.8;4.6;3.1;19.8;4.6;9.2;5.2;NA
1971;9;18;0;32.6;9.2;0;0;16.8;0;0.2;0;0;13.2;9.6;11.9;27.5;19;8;10.6;4.4;6.9;11.3;14;7.3;1.4;0;5;0;0;1;0;3.4;12.4;0;0.4;NA
1971;9;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;NA
1971;9;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;24;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;25;0;0;0;0;0;0;0;0;13.9;78.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;26;0;0;0;0;0;0;0;0;3.8;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;9;27;0;0;0;0;15;0;7.2;0;0.4;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;NA
1971;9;28;23;3;0;0;15.6;18;0;0.6;0.1;0;3.2;0;0;6.8;1.2;18.9;0.8;7.7;30;0;0;0;10.8;3.6;55;27;NA;9.4;1.6;9.8;7.2;7.6;15.4;NA
1971;9;29;0.2;3.9;7.6;13.4;0;2.4;0;0;2;0.1;6.2;17;39;12.6;5.3;7;11.3;34.6;36.7;3.8;11;11.7;2.4;5;0;0;0;61.2;0;0;0.4;0.4;0.6;NA
1971;9;30;7.7;27;9.8;26.2;10;0.8;1.4;0;4.6;1;3.1;11;14.2;0;5.8;0;0;0.2;11;6.5;11.7;10.8;5.6;9.6;7;4.2;2.4;28.8;0;0;0;4;5.2;NA
1971;10;1;13;48.6;0.8;0;2;30;4.4;7;0;0.1;0.5;0.4;17;10.5;0.2;10.5;4.6;18.3;33.5;9.4;0;4.7;4.8;2.6;5.5;0;0.2;1;0;0.8;6.6;5.6;6.4;NA
1971;10;2;0;0;0;0;0;59.8;24.2;14;0;0;42.1;23.7;24.7;56.9;71;168.1;230.6;56;56.1;72.1;84;24.8;49.6;37;23;8;10.8;18.2;3.4;9.8;28.6;36.4;7.6;NA
1971;10;3;0;0;0;0;0.2;48.4;15.2;8.2;0;0.1;0;0;0;0;0;40;24.5;190.1;183.4;43.2;6;0;0;0;0;4.4;7;17.4;5.4;5.2;11.2;0.2;10.6;NA
1971;10;4;0;0;0;0;0;0.2;2.8;26.6;0;0;0;0;0;0;0;6.5;10;20;14.6;26.5;0;0;0;0;18.5;0;0.4;4;2.2;6.4;22.4;0;0.4;NA
1971;10;5;0;0;0;0.2;0;0;0;0.2;0;0.1;0;0;0;5.6;0;0;0;7.2;0;4.3;0;0.2;1;0;0;0;0.4;2.4;1.3;3.6;6.6;3.6;4;NA
1971;10;6;0;0;0;0;0;5.6;0.8;6.8;1;5.2;4.4;0;1.8;0;12.3;0;4.6;2.1;0;17.8;20;0;4.8;0;12;9.4;10.8;1.8;0;4.4;36.4;30;1.6;NA
1971;10;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;NA
1971;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA
1971;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
1971;10;11;0;0;0;0;0;0;0;0;36.6;76.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
