yy;mm;dd;aeronautica_6827;aeronautica_6828;aeronautica_6856;aeronautica_6869;aeronautica_6874;aeronautica_6881;aeronautica_6883;aeronautica_6891;aeronautica_6919;aeronautica_6923;calabria_146;calabria_7;calabria_34;calabria_127;calabria_140;calabria_191;calabria_196;calabria_212;calabria_213;calabria_246;calabria_294;calabria_386;sicilia_11806;sicilia_11807;sicilia_11839;sicilia_11842;sicilia_11843;sicilia_11857;sicilia_11864;sicilia_11876;sicilia_11888;sicilia_11933;sicilia_13881;aeronautica_6812
1996;2;7;0;2.6;57;22;16.4;33.8;12.4;7.6;1.7;1.7;22;12.8;24.4;24;40;114.9;33.2;55.3;97.2;12.4;12;6.7;27.4;25;7.6;9.4;14;11.8;23.8;1.2;56.2;NA;10.2;0.8
1996;2;8;0;1.6;55.6;15.2;10.8;21;4.8;0.1;13.8;16;23.1;0.2;0;0;0;0;22.1;11.3;0.6;8;13;8.5;8.4;2.6;13;0.8;0.6;41.6;0;0;0;NA;21.4;0
1996;2;9;0;0;1;0;0.6;4.2;0.6;0;4;2;0;0;0;0;0;1.5;4.3;0;2.4;4.8;2;0;9.8;5;0;0.8;0;30;0.6;0;0;NA;2.6;0
1996;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;NA;3.8;0
1996;2;11;0.4;0;0.2;13.2;3.4;11.5;0.9;12.8;0;0;0;2;0.6;0;3;8;0;22;17.2;7.2;0;0;0;0;18;0;0;0;0;1.6;17.6;NA;0;0
1996;2;12;0;0;13.2;24.2;0.2;27.6;2.7;9.8;0;0.1;14;10;3.8;16;13.4;10.7;11.6;1;16.4;17.8;10;6;8.4;4;0;13.2;40;11.8;26.8;7.6;0;NA;0;0
1996;2;13;5.4;0.8;0;0;0.2;1.6;3.6;0;0.4;0.8;1;9.2;29.6;0;1.8;0.3;5.1;0;0;0.4;7;0;6.4;1.6;0;0;0;9.4;0.6;0;0.4;NA;0.2;0.4
1996;2;14;3.6;0.4;0.4;0;5.8;2.6;0.1;0.2;1.2;1.2;2.2;0.6;2.4;0;2;0.2;0.6;0;0;1;0;12;6;4.6;0;6;5;0;2.8;0.4;0;NA;0.2;2.6
1996;2;15;7.4;4.8;15.2;1.6;5.6;0.8;10.3;6.6;0;0.1;0;8;68.4;12;3.2;0;0.6;0;0.6;0.6;0;3.2;6;7;5;1.2;0;0;0.2;0;0;NA;0;10.2
1996;2;16;0;0;0;0;0;2.2;0.1;9;0;0;7.1;0.8;2.4;0;3.8;0.4;0;0;7.2;2.2;4;28;0;10;0;0.2;0;7.2;0;0;31.6;NA;0;0
1996;2;17;0.6;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;1.7;0;0.8;3;0;0.6;0.6;0;0;0;2;20;3.6;3.6;NA;0;0
1996;2;18;0;0.6;0.6;0.4;0;3.6;0;0;0;0;0;6.6;3.2;0;0;0.8;0.7;1;3;2.6;5;3.2;0;0;0;0;0;7.4;0;2;0;NA;0;2.4
1996;2;19;35;0;0;0;0;0;0;0;5;9.2;0;0;0;0;0;0;0.8;1;0;0;1;0;0;0;0;0;0;3.8;0.2;0;0;NA;0;12.8
1996;2;20;14.4;6.2;31;1.4;7;0.6;0.8;3.4;9.5;1.4;0;8.2;50;0;2.2;2;0;0;6.2;1;0;0;0.6;0.6;2.6;0;0;0;0;0;0;NA;0.2;5.6
1996;2;21;12.2;0;0;0;3.2;2.6;2.4;0;3.2;0.4;0.1;20;18.2;6;3.2;1;0;10;1.2;1;0;30.1;3;6;0;2.4;2.2;0;0.4;2.4;2.4;NA;1.4;0
1996;2;22;2.8;2;1.8;1.4;5.4;25.4;3.8;0;3.4;2.2;3.9;11;18.4;0;8.4;6.2;0.3;10.2;0.2;30.4;17;5.7;12.4;2;4.6;4;1.2;4.6;1.4;0.8;0.2;NA;1;0
1996;2;23;0;0.2;11;0;4;11.4;10.7;0;6.2;5.4;2.3;1.2;1;8;5.8;0.3;11.9;5;4.6;9.2;8;4.8;23;4;9;7.2;2;13.4;0;0;0;NA;1;0.5
1996;2;24;0;3.8;10.9;7.6;0.6;6.6;0.2;0;1.4;1.6;4;5.2;12.4;0;8;3;4.1;10;0.8;2;6;3.5;14;3;0;0;0;24.6;0.2;0;0;NA;0;0
1996;2;25;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;6.9;20;0;0;5;6.5;1;0;0;0;0.6;10;0;0;5;NA;0;0
1996;2;26;0;0;0;0;0;0;0;17.6;0;0;0;0;0;0;0;0;0.1;7;10;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;2;27;0;0;0;0;1;0;0.7;18.8;2.1;4.6;0;0;0;0;7.6;4.5;0;0;17.8;0.2;0;0;0;0;0;1.6;0.4;0;9.4;0;4.2;NA;0;0
1996;2;28;0;0;0;0;0;2.2;5.7;42.6;2.3;4;4.2;0.2;0.4;4;0;20.5;13.9;17;68.2;0;0;1.5;0.4;1.4;14;13.8;2;1.4;76.2;0;28.4;NA;0.4;0
1996;2;29;0;0;0;0;2.4;0.2;0.1;0.4;0;0;1.8;0;0;12;0;5;46.8;48;9.8;6;0;0;11.6;5.4;0;11.4;17;19.6;87.6;2;17.4;NA;0;NA
1996;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;7;0;0;0;0;0;0;NA;0.8;0
1996;3;2;0;0.4;0.6;0.4;3.6;32;2.8;6;0.8;1.9;5.4;4.8;8;10;19.2;24;0;0;12.8;17.8;1;0.7;0.4;0.6;5;0.6;0.8;2.6;10.4;0;41.6;NA;0.8;0.6
1996;3;3;0;0.5;0;0;1.6;0.6;22.2;7;3.7;2.6;0;0;3.6;0;0;0;34.2;11.4;3.8;0.6;13;0;7.4;25.4;2.4;2;4.6;23.4;8.2;10.6;31.8;NA;0;0
1996;3;4;0;0;2;0;4.8;5.2;14;18;0.1;0;0;12.4;2;0;8.2;18.5;3.1;5.3;17.6;11.4;0;0;20.8;17.4;4.6;3.8;3;1.2;4;2.8;68.2;NA;9.6;0
1996;3;5;0;0;0.4;0;1.2;15.6;4.6;11.6;0;0;1;0.4;10.2;0;4.2;14.4;10.1;28;7.8;18.4;25;8.3;17.4;6;0;9.4;7;11.2;2.6;2.4;3.8;NA;3.8;0
1996;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0.2;0.2;0;0;0;11.4;3.8;0;0;NA;8.2;0
1996;3;7;0;0;0.2;0;0;0;3.4;14;6.4;4.4;0;0;0;18;0.2;0;0;0;3.8;0.6;0;0;0;0;7;0;0;0;0;0;48.8;NA;0;0
1996;3;8;0;0.6;0.2;2;0.4;0.1;3.4;16.8;4.6;7.4;3;1.4;5.8;0;9.6;21.4;5.2;10;55.4;0;0;0;2.2;2.2;12;11.2;5;0;26;0;34.2;NA;0.2;0.6
1996;3;9;0;0;0;0;2.2;0.1;4.6;1.8;0.1;0;11;1.2;0.6;0;0.8;0.5;8.5;12;11.8;0.4;0;6.5;3.2;2.8;4.6;14.6;4;1.2;15.4;0;8.6;NA;15.6;0
1996;3;10;0.2;3.4;0;0;0;0.1;0.6;6.4;3.1;1;10;17.6;19.8;16;10;2.5;2.6;5;26.4;0;0;1.2;2.2;0.6;0;0;0.2;0;0;0;17.4;NA;0;0.6
1996;3;11;1.8;5.6;31.2;22.6;4;19.8;14;10.6;0.1;0.2;13;22.4;28.6;0;34;65;5.9;26;67.8;14.4;0;11.1;6.4;2.4;2.6;3.4;4.2;0.6;23.4;0;15.2;NA;11;1
1996;3;12;0;4;27.4;24.2;0;0.2;0.2;0.2;0.1;0;34;5.6;7.6;54;0.4;0;32.1;40;0;0.8;12;21.7;23.4;8.2;0;10.6;5;11;11.8;7.6;0;NA;15.2;0.1
1996;3;13;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;2.2;NA;0;0
1996;3;14;0;0;0;0;1.8;0;7;11.4;21.4;24.6;2;0.6;2.8;24;5.6;6;0.4;1;31.4;0;0;1;0;0;0;0;0;0;1.2;0;41.6;NA;0;0
1996;3;15;31.6;27.4;9.8;14.6;1.8;49.4;32.2;6.4;9.2;4.4;17;29;40.2;36;50.8;59;23.2;106.6;89.4;16.8;20;10.7;10.4;1;0;11.4;12;3.4;27.4;2.4;15.6;NA;0;9.8
1996;3;16;18.8;1.8;0.1;8.4;8.8;5.1;7.3;4.2;2.6;1.4;29;11.2;53;0;1;0;30.4;26.4;0.4;1.4;16;35;43.2;32;13;6;13;5;19.2;8.8;1.6;NA;0;0
1996;3;17;45.6;0;0;2;3.4;2;3.2;2.4;4.8;1.8;0.1;8.4;6.4;0;1.4;0;0.2;4;0;0.4;3;11.5;20.2;5;8.6;12.8;4;1.8;1.4;1.2;0.2;NA;0;0.2
1996;3;18;1.2;8.6;2.8;0;25.8;1.2;7.2;0.1;2.8;2;1;6.6;13.8;0;4.4;0;0;0;0;7.4;4;0;0.4;0.4;0;0;1;3.8;2.2;0;0.6;NA;0;3.8
1996;3;19;0.5;1.8;2.4;10;0.2;7.2;7.8;0.2;0;0;1.5;11;4.8;0;6;2.4;0;0;0.2;9;6;1.9;25.4;11.6;16;10.8;12;18.4;7;0;1.2;NA;35.6;0
1996;3;20;0;0;0.2;0;0;21.2;0;0;NA;0;0;0.2;1.4;0;7;0.7;3.8;1;3.4;8.4;12;11.8;3.8;0;0;1.8;0.4;6.6;1.6;0;0.2;NA;8.2;0
1996;3;21;0;0;0;0;0;0;0;0;0;0;0;0.2;0;4;0;0;1.2;0.3;0;0.8;8;2.7;0;0;0;0;0;0.8;1.2;0;0;NA;13.4;0
1996;3;22;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;20.6;0
1996;3;23;0;0;0.4;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;4.4;0
1996;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;3;25;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;14.6;0.2
1996;3;26;0;0;0;0;0;0.6;0;0;0;0.1;0;0.2;0;14;0;0.2;0.1;0;0;0.6;0;0.2;0;0;4.6;0;0;0;0;0;0;NA;0;0
1996;3;27;9;6.8;2.4;1.8;0.6;0.5;0.1;0.1;1.3;1.2;0;23.4;26.8;0;11.6;2.8;0;0;0.4;1.4;0;0;0.2;0.6;5;0.6;0;0;0;0;0;NA;0.6;2.6
1996;3;28;1;0.1;0.2;1.8;0;0.8;0.1;2.2;0;0;17.5;55;63.8;16;27.4;10.7;2.1;0.7;1;7.8;5;8.1;0;0;0;0.2;0;11;0;0.4;0;NA;0;0
1996;3;29;0;3.6;1;4;0.4;0.8;0;0;0;0;8.2;7.8;3.4;8;2.2;0;21.8;0;0;0;17;9.4;0.4;0.4;0;0;0.4;5.8;8.6;2.4;1.8;NA;0;0
1996;3;30;0.2;0;0;0;0;0;0;0;6;3.6;0;0.8;0;0;0.4;0;0.9;0;0;0;3;1;0;0;0;0;0;0;0;0;0;NA;0;0
1996;3;31;4.8;0;0;0;0;0.2;0;0;0.2;0.1;0;0;0;0;0.4;0;0;0;0;1.6;1;0;0;0;0;0;0;5.4;0;0;0;NA;0;0
1996;4;1;0.2;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;NA;0;0
1996;4;2;9.4;1.6;11.8;4.4;4.6;1.2;3.1;0;10.1;9.8;0.5;17.6;34.4;0;14.4;0.5;0.4;0;0.8;1.8;1;1.9;0.2;3.8;2.6;0;0;0;0;0;0;NA;0;0
1996;4;3;1.6;1;8.4;0;0;0.4;0;0;0.1;0.1;0.6;0.2;2.6;6;0;0.7;2.1;0;5.8;4.6;15;19.5;0;3;0;0.2;0;3.8;0;0.2;0;NA;4.2;0
1996;4;4;0;1;15;16.8;6.8;21;3.4;0;7.6;9;0;9.2;3.6;0;0.6;0.6;1.4;0;1.6;18.6;6;0.5;7;1.2;0;0;0;9;0;0;0.2;NA;0.4;0
1996;4;5;0;0;1.6;0;0;0;0;0;0;0;0;0.6;0;0;0;15;10.8;7.3;0;2.8;17;2.2;8.4;1.6;0;10.2;7.4;7.4;8.2;0.6;0.4;NA;0.8;0
1996;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;1;0;0;0;NA;0;0
1996;4;7;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;4;8;0;0;0;0;0;0;0;0;36.2;1.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0.2;0;0;0;0;0;NA;0;0
1996;4;9;0;0;0;0;0;0;0;0;3.2;0.8;0;3.2;2.4;0;0;0;1.8;0;0;0.8;0;0;0;0;6.6;0;0;0;0.6;0;0;NA;0;0
1996;4;10;0;0;0;6.6;0;15.6;0;0;0;0;0;0;2.6;6;1;1.8;0;0;11.4;26.4;0;0.2;0;0;0;0.8;15.6;1.4;11.6;1.6;0;NA;0;0
1996;4;11;0;0;0;4;0;16.2;0;0;0.1;0.4;0;10.2;0.8;6;58.2;3.2;5.2;3.5;5.8;9;8;0;0;0;0;0.8;0.2;1;4.4;0.4;1.8;NA;0;0
1996;4;12;0.6;0;0;0;0;6.2;0;0;0;0;4.3;0;0;28;0;0;0;0;4.2;11.4;0;0.7;0;0;0;7.2;1.2;3.4;0;0;0.2;NA;0;0
1996;4;13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.2;3.5;0;0;3;0;0;0;0;0;0;0;0;0;13;NA;0.2;0
1996;4;14;8.8;9;5;2.2;0;0;0.2;0;0;0.2;0;13.6;27;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;5.4
1996;4;15;0;0;0;0;0;1.4;0;0;0;0;8;0.8;1.4;0;14.8;8.3;6.3;0;4.8;1.2;0;29;0;0;0;0;0;1.8;0;0;0;NA;0;0.2
1996;4;16;0;5.2;0.2;0.2;0;6.8;0;0;0;0;0;5.2;3.8;0;5;0.7;1.9;0;1.4;1.6;0;0;0;0;0;0;0;0;3.8;0;0;NA;0;0.2
1996;4;17;0;0;0;0;0;0;1.6;0;5;2.4;10;0;0;0;0;0;1.1;1;0;0.2;10;0.9;0;0;0;0;0;2;2.8;0;0;NA;0;0
1996;4;18;0;0;0;0;0;0;7.6;9.2;0.1;0.3;0;0;0;0;0;0;0;0;0;0;2;0;4;6;0;4.4;6.8;0;2;0;0.4;NA;13.6;0
1996;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0.4;0;1.6;0;0.4;NA;0;0
1996;4;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;0;0
1996;4;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;4;22;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;0;0
1996;4;23;0;0;0;0;0;0;0;0;0.6;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;NA;0;0
1996;4;24;0;0;0;0;0.8;0.1;0.1;1.2;0.2;0.1;0;0.4;0;0;0.8;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0.4;0;0;NA;0;0.2
1996;4;25;0;0;0;0;0;0;0.2;0;1;1.5;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.4;NA;0;0
1996;4;26;0.4;1.8;0.6;0.4;1.2;0.2;2.8;0.4;1.9;3.8;0;0.8;1.6;0;0.6;0;0;0;0.6;1.6;0;0;2.8;2.8;0;0.2;0.2;0.4;1.2;0.4;0;NA;6;0.6
1996;4;27;0.2;0;1;3.4;5.8;0.8;17.8;1.3;8;1.6;0;0.2;0.2;0;0;0.8;0;0;4.2;0.4;0;1.5;1.8;0.6;45;1.6;0;0;0.2;0;0;NA;2.6;0
1996;4;28;0;0;0.6;0.6;0.4;0;1;0.6;0;2.7;0;3.4;0;0;0;0;0.3;0;0;0;0;1.7;68.8;31.2;0;6.4;1.8;1.4;3.4;0;0;NA;14.8;0
1996;4;29;0.2;0;0.1;0;0.2;0.1;0.9;0.4;1.3;2.4;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.2;0;0.6;0.8;2.8;0.4;1.6;0.4;NA;1.8;0
1996;4;30;7.6;1.2;6.4;1.4;0.2;20.4;32.8;0;0.9;0;1;40;19.4;6;9.4;0.7;1.4;4.5;4.4;31;0;1.9;0;2;1;0;0;0.4;0;0.8;0;NA;3.8;7.6
1996;5;1;6;4.2;13.6;1.4;0;0;0;0;0;0.2;16;11.6;36.4;0;5.4;0;1.9;1.2;0;0;10;24.7;0;0.2;0;1;0.6;5.4;1.4;1.6;0.4;NA;7;0
1996;5;2;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0.2;0.6;0;1.2;0;0;NA;0;0
1996;5;3;0;0;0;1.2;1.4;0.4;0.2;0;0;0.1;0;2.2;3.4;0;0.6;0;0;0;0;0.6;10;0;0;2.6;0;0;0;0.6;0;0;0;NA;1.6;0
1996;5;4;0.8;0;3.2;0;1;0;1.4;0;2.6;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;0;0;0;0;NA;1;0
1996;5;5;0;0;0;0;0;0;0;0;0.5;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;7;0;0;0;0;0;0;0;0;0.8;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;8;0;0;0;0;0;0;0;0;0.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;9;4.8;0;0.2;0;0;0;0;0;11.2;10.4;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.2
1996;5;10;0;0;0;0;1.2;2.4;18.8;3.8;6;1.8;0;0.6;0.6;4;0.2;1;0;0;1.6;2.2;0;3.2;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;11;8.8;15.4;15.4;1.4;20;26.4;20.6;11.4;0.2;0.1;0;28.2;29.2;10;19.6;4.5;4.2;5;7;25.4;25;3.2;41.4;26.4;18.6;53.8;29;21;16;18.4;8;NA;34.2;50.8
1996;5;12;1.6;2.8;1.4;0;0.8;18;3.3;3.2;15.4;10;3.5;5.2;17.2;6;2.4;3.2;5.6;4;0;9.4;4;12.6;4.4;1.2;16.6;0.2;0;1.6;0.2;0;11.2;NA;0;0
1996;5;13;12;0.4;0;5.8;10;34.2;2.1;5.6;6.5;2.4;0;2.4;2;0;15;23.2;12.8;15.2;17.8;30;23;0;11.6;7;0;14.6;7.4;20;14;18;0;NA;12.6;3.7
1996;5;14;0;2;3.2;6.4;0.6;10.6;0;0;0;0;1.5;0;0;0;1.6;0;12.3;3;3.4;11.4;16;0;15.2;1.2;0;1.2;0.2;23.8;1.6;1.2;0;NA;0;1.6
1996;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;2.3;0;0;0;7;0;0.2;0;0;0;0;4.6;0;0;0;NA;0;0
1996;5;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;NA;0.4;0
1996;5;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;19;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;20;8.8;0;0;0;0.2;0;0.8;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;21;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;1;0;0;0;NA;0;0
1996;5;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;NA;0;0
1996;5;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;NA;0;0
1996;5;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.4;0
1996;5;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;28;1;5;7;2.8;0;0;0;0;0;0;0;34.2;13.2;0;19.2;11.8;0;0;6;5.4;3;0;0;0;0;0;0;0;0;0;0;NA;0;4.2
1996;5;29;0;0;0;6.8;0;0;0;0;0;0;8;0;0;6;0;0;12.6;12;0.8;0;0;6.7;0;0;0;0;0;1.2;0;9.8;0;NA;0;0
1996;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;5;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0
1996;6;3;0;0;0;0;0;0;0;0;23.2;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;0
1996;6;4;1.2;0;0.1;0;13.2;0;7.7;0.3;3.2;2.3;0;1.2;1.4;0;0.2;0;0;0;0;0.2;0;0;6.6;10.2;2.6;1.8;2;0;0;0;0;NA;4.6;0
1996;6;5;0.6;0;0.2;0;5.6;0;0;0;13.2;41.1;0;3.4;0.8;0;4.8;2;0;0;5.4;1.4;0;0.5;0.2;0;12.6;0;0;0;0;0.2;0;NA;0;0.5
1996;6;6;0.8;1.2;0.2;9.2;2.8;0;0.7;1.6;0.1;0;1;2.4;0.6;0;3.4;5.8;2.2;2.2;0.8;0;0;1.7;0.4;7.8;1;1;0;0;0;0;0.4;NA;0;0.1
1996;6;7;0.1;0;0;0;0;0;0;8;0;0;1;0;0;4;0;0;9.4;0;0;0;4;2.1;11;28.8;0;3.2;0.6;0.2;12.2;9;12;NA;0;0
1996;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;3.4;0.6;0.8;3.8;0;NA;0;0
1996;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;12;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;13;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.4;0;NA;0;0
1996;6;14;0;0;0;0;0.4;8.8;0;3.4;2.6;1.6;0;0;0;0;0.2;0;0;0;2;7;0;0;0;0;13;0;0;0;0;13.2;0;NA;0;0
1996;6;15;0;0;0;0;0;0;0;0;28.4;4.4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0.8;0;7;12.8;48.6;9.2;NA;0;0
1996;6;16;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;2.2;0;NA;0;0
1996;6;17;0;0;0;0;0;0;0;0;0.2;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;22.6;0;0;0;0;0;0;NA;0;0
1996;6;18;0;0;0;0;0;0;0;0.2;25.8;0.2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;NA;0;0
1996;6;19;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;4.1;0.6;0;0;0;0;0;0;0;0;0;0;12.6;0.4;0;NA;0;0
1996;6;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;21;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;22;0.8;3.2;0;0;0;0;0;0;0.8;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0.3
1996;6;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0.2;NA;0;0
1996;6;24;0;0.2;0;0;1.6;0.2;0.1;3.4;0;0.2;0;0.4;0;0;0;0.4;0;0;1.8;0.4;0;0;0;0;0;0;1.2;0.6;0;0;0;NA;0;0
1996;6;25;19.6;7.6;0;0;4.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0.2;0;0;0.6;0.8;1.2;1.4;0.8;NA;0;4
1996;6;26;0;2.8;6.6;0;0.6;0.2;0;0;0.2;0;0;0.6;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;2.4;0;0;0;NA;0;6.8
1996;6;27;0;0.8;0;0.2;3;6;0;0;0.2;0;0;0.6;0.4;0;0;0;0;0;0;0.2;0;0;0;0.4;0;1.2;0;1.6;0;0;0;NA;0;0.2
1996;6;28;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;3;0;0;1.8;0;0;0;1;0;0.2;0;NA;0;0
1996;6;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
1996;6;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
