yy;mm;dd;14158_1;14246_1;14271;9573;9317;14444;9068;9101;9167;9177;9191;9192;9230;9244;9287;9289;9310;9404
1961;9;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;14;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;17;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;9;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;19;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;9;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;28;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;9;29;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;9;30;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;1;11;5.4;6;11.4;0;9.5;NA;12;NA;0;NA;NA;13;18.5;13.4;NA;NA;17
1961;10;2;0;0;0;1;0;0;NA;0;NA;5.2;NA;NA;9;0;0;NA;NA;0.6
1961;10;3;48.8;9.4;46;27.4;11.4;8.8;NA;23.3;NA;0;NA;NA;3;19;23.5;NA;NA;3.8
1961;10;4;4.6;11.2;11.8;15.6;2.4;6;NA;9.5;NA;0;NA;NA;2.5;4.7;5.9;NA;NA;4
1961;10;5;0.6;0.4;2.8;5.4;1.2;0;NA;10;NA;0.4;NA;NA;1.5;1;3.2;NA;NA;1.8
1961;10;6;2;0;1.6;4;0.8;0;NA;0;NA;6.6;NA;NA;0;2;0.4;NA;NA;0.2
1961;10;7;15.4;8;8.6;20.4;5.6;8;NA;21.4;NA;5;NA;NA;63;19.5;16.4;NA;NA;26.4
1961;10;8;4.4;5.6;2.8;10.2;3.6;19;NA;6.4;NA;1.8;NA;NA;81;12.1;6.9;NA;NA;19.6
1961;10;9;1.2;0;0;1.6;0;2.7;NA;1.3;NA;0;NA;NA;0;1.4;2;NA;NA;0.4
1961;10;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;10;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;10;14;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;15;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;16;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;10;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;18;0.4;2.4;0.8;9;0.8;2;NA;15.5;NA;0.8;NA;NA;82;1.5;1.6;NA;NA;3.8
1961;10;19;1;0.2;1.2;9.2;3.6;3.4;NA;12.4;NA;2;NA;NA;56;3.2;4.6;NA;NA;6.8
1961;10;20;0.6;0;0;0;0.2;0;NA;5;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;21;0;0;0;0.6;0;0;NA;0;NA;0;NA;NA;1;0;0;NA;NA;0
1961;10;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0.4;0;0;NA;NA;0.2
1961;10;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;10;28;0.2;0.4;0;0;0.2;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;10;29;17.4;9.8;14.8;16.2;6.6;9.2;NA;5;NA;9;NA;NA;32;13.3;15.6;NA;NA;17.8
1961;10;30;5.6;10;11.4;7.2;12;28;NA;17;NA;12.6;NA;NA;14;5.7;4;NA;NA;6.4
1961;10;31;5.4;10;6.4;3.2;5.6;10.3;NA;3.2;NA;18;NA;NA;2;6.1;1.9;NA;NA;1.2
1961;11;1;0;0.2;0;0;0.2;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1961;11;2;0.4;0.2;0;0;0.2;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0.2
1961;11;3;0.2;0.2;0.2;0;0.4;0;NA;0;NA;0.4;NA;NA;0;0;0.7;NA;NA;0
1961;11;4;0;0.2;3.6;4;2.2;0;NA;10;NA;0.6;NA;NA;16;1.2;29.2;NA;NA;0.6
1961;11;5;14.6;13.6;14.6;15;30.2;13;NA;34.1;NA;20.8;NA;NA;9;24.1;1.2;NA;NA;20.2
1961;11;6;0.2;0;0.6;0;4.2;0;NA;2.1;NA;0.8;NA;NA;0;0;0;NA;NA;0.4
1961;11;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;4;0;0;NA;NA;0
1961;11;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;9;0;0.2;0;0;0.4;0;NA;0;NA;0;NA;NA;59;0;0;NA;NA;0
1961;11;10;9.6;2.6;2.2;11.6;0.2;2.3;NA;11.3;NA;0.4;NA;NA;68;7.2;3.5;NA;NA;13
1961;11;11;0;0;0.2;0.8;0;0;NA;3.1;NA;0;NA;NA;0;0;0;NA;NA;0.4
1961;11;12;1;5.4;1.4;36.8;4.6;5;NA;17.5;NA;1.2;NA;NA;84;11.4;6.3;NA;NA;21.6
1961;11;13;8;12.4;10;34.4;2.8;22.1;NA;24.7;NA;5.6;NA;NA;72;13.7;14.9;NA;NA;18.6
1961;11;14;3;2.6;0.6;32.6;2;2.3;NA;2.3;NA;2;NA;NA;71;9.2;2.4;NA;NA;22
1961;11;15;4.2;8.2;0.4;14.4;0;4;NA;8;NA;0;NA;NA;32;5.3;8;NA;NA;7.4
1961;11;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;1.2
1961;11;17;0;0.2;0;0;0.4;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1961;11;18;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;11;19;0;0;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;20;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;24;13.6;7;9.4;16.8;4.4;13;NA;10;NA;8.2;NA;NA;39;12.3;13.4;NA;NA;15.6
1961;11;25;0.4;1.4;0.6;0.4;0;4.4;NA;0;NA;0;NA;NA;28;0.4;0.2;NA;NA;0.4
1961;11;26;0;0;0.6;0.4;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0.2
1961;11;27;7.8;8.4;3.8;9.4;1.8;5;NA;9.2;NA;2.6;NA;NA;85;9.2;5.5;NA;NA;8.2
1961;11;28;0;0;0;0.2;1.6;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;11;29;2.6;0;2.4;2.8;1.8;0;NA;5;NA;0.2;NA;NA;8;5.7;3.4;NA;NA;2.6
1961;11;30;6.8;6.4;1.4;4.2;0.6;8;NA;5.2;NA;6.4;NA;NA;10;0.8;3.6;NA;NA;11.2
1961;12;1;0;0;0.2;0;0.4;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;12;2;0;0.2;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;12;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;8;0;0;NA;NA;0
1961;12;4;0;0;0.2;0;0;0;NA;3.2;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;5;0;0;0;0;0.2;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1961;12;6;0.6;0.2;0;2.6;0.2;23.4;NA;0;NA;0;NA;NA;9;3.6;0.9;NA;NA;3.4
1961;12;7;33;33;32.8;14;22.4;NA;NA;17.1;NA;34;NA;NA;15;8.4;30.9;NA;NA;22
1961;12;8;4.6;3.2;5.6;2;4.6;0.4;NA;26.2;NA;0.2;NA;NA;5;17.9;4.8;NA;NA;6
1961;12;9;0;0.2;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.4
1961;12;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;12;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;12;14;0.4;0;0.2;0.2;0;0;NA;0.6;NA;0;NA;NA;0;6;0.8;NA;NA;0.4
1961;12;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;17;0.6;NA;3;14;NA;NA;NA;1.5;NA;1.8;NA;NA;5;0.5;1.6;NA;NA;4.2
1961;12;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;19;0;0;0;0;0;0;NA;0.4;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1961;12;24;20.2;NA;7.2;17;NA;NA;NA;7.2;NA;NA;NA;NA;14;9.8;16.4;NA;NA;4
1961;12;25;0;0.4;11.8;0;2.4;0;NA;4.2;NA;0;NA;NA;0;0;0.8;NA;NA;0.6
1961;12;26;0;0.8;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;27;11.6;2.6;1.2;14.6;13.6;10.2;NA;20.3;NA;29;NA;NA;18;10.4;16.9;NA;NA;6
1961;12;28;14.6;NA;23.2;25.6;11.4;5.2;NA;41.1;NA;19;NA;NA;19;21.7;10.8;NA;NA;25
1961;12;29;10.6;15.2;13.6;11.8;8.4;12;NA;19.5;NA;10;NA;NA;42;0.4;13.4;NA;NA;14
1961;12;30;0;1;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1961;12;31;0;0;0;1.6;0;0;NA;3.1;NA;0;NA;NA;27;0;0;NA;NA;5.2
1962;1;1;0;0;0;0;0.2;0;NA;2.2;NA;0.2;NA;NA;0;0;0;NA;NA;1
1962;1;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0.2;NA;NA;0
1962;1;3;0;0.6;0.4;0;0;1.2;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1962;1;4;1.6;0.4;5;2.6;0.4;0;NA;2.1;NA;0.6;NA;NA;0;4;4.3;NA;NA;0.4
1962;1;5;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;1;6;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;1;7;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0.2
1962;1;8;0;0.2;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;1;9;0;0.2;0;0;0;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1962;1;10;0;0;0;7;0;0;NA;0;NA;0;NA;NA;32;0;0.3;NA;NA;2.4
1962;1;11;0;1.4;0.4;0;1.2;1;NA;11.1;NA;1.8;NA;NA;14;0;0.2;NA;NA;0.4
1962;1;12;21.6;14.6;12.4;19;1.8;19.7;NA;13.2;NA;3.6;NA;NA;54;20.3;21.5;NA;NA;27.2
1962;1;13;2.6;2;3.8;10.6;0.6;0;NA;5.1;NA;2;NA;NA;12;1.4;2.9;NA;NA;2.4
1962;1;14;3.2;6;2.6;1.8;1.6;3.6;NA;2.2;NA;3;NA;NA;4;3.3;4;NA;NA;1.8
1962;1;15;2;0;1;2.8;0.4;0;NA;1.8;NA;0;NA;NA;5;6.1;3.6;NA;NA;2.6
1962;1;16;0;0;0;0.6;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;1;17;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;1;18;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;1;19;0;0;0;0;0;0.4;NA;0.3;NA;0;NA;NA;12;0;0;NA;NA;0.8
1962;1;20;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;1;21;0;0.2;0.2;0;0.2;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0.2
1962;1;22;0;0.2;0.4;0;0.2;0.3;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1962;1;23;3.4;3.8;9.2;1.8;4.4;7.2;NA;14.5;NA;14.4;NA;NA;18;5.2;8.4;NA;NA;5.6
1962;1;24;0;0;0;1.4;1.4;0;NA;0;NA;0.8;NA;NA;0;0;0;NA;NA;0
1962;1;25;0;0.2;0.2;0;0.2;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;1;26;0;0.4;3;0.2;2.2;0.3;NA;2.1;NA;1.2;NA;NA;0;0;0.3;NA;NA;0
1962;1;27;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;1;28;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;1;29;0.2;0.2;5.6;0;3;2;NA;4.2;NA;9;NA;NA;5;3.3;0;NA;NA;4
1962;1;30;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;1;31;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;1;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;3;0;0;0;0;NA;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;4;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;5;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;6;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;7;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;2;8;0;0.2;0;1;0;0;NA;0;NA;0.2;NA;NA;6;0;0;NA;NA;0
1962;2;9;6.2;2.4;5.2;11;2;3.8;NA;12.6;NA;2.6;NA;NA;32;9.3;10.6;NA;NA;16.4
1962;2;10;1.6;0.6;1.8;5.4;0.8;1;NA;2.9;NA;0.4;NA;NA;17;5.1;0.8;NA;NA;3.4
1962;2;11;0;0;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0.2;NA;NA;0.2
1962;2;12;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;13;0;0.2;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;2;14;1;0;4.6;0.8;9;0;NA;0;NA;8;NA;NA;10;0;0;NA;NA;0.4
1962;2;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;19;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0.4;0;NA;NA;0.4
1962;2;23;0;0;0;0.8;0;0;NA;1.3;NA;0;NA;NA;0;0;0.5;NA;NA;0
1962;2;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;2;26;2.8;NA;1.6;6;1.8;NA;NA;3.1;NA;9.8;NA;NA;9;2.3;5.2;NA;NA;7.6
1962;2;27;14.8;17;11.2;16.8;12.6;NA;NA;14.2;NA;19.8;NA;NA;17;5.2;8;NA;NA;10.6
1962;2;28;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;9;0;0;NA;NA;7
1962;3;1;17.6;28;4;20;11.6;29;NA;11;NA;20.2;NA;NA;24;11.4;10;NA;NA;7
1962;3;2;3.8;0.4;2.8;6.4;0.6;0;NA;3;NA;2;NA;NA;0;3.3;4.3;NA;NA;0
1962;3;3;0.2;1.8;1;3.4;0.6;0.3;NA;2.4;NA;1.4;NA;NA;14;2.6;0;NA;NA;11
1962;3;4;1.8;0.6;3.2;42;0.4;0;NA;10.2;NA;0.8;NA;NA;32;2.2;3.9;NA;NA;4.6
1962;3;5;0.6;0.6;0.8;26;0.8;1.5;NA;4.6;NA;1.6;NA;NA;29;0.9;4.7;NA;NA;0.4
1962;3;6;2.6;9.2;5;12;9;7;NA;1.8;NA;9.4;NA;NA;22;1;0;NA;NA;1.6
1962;3;7;2.2;4.2;6.4;3;0;2.1;NA;0.3;NA;0.8;NA;NA;4;1.2;1.8;NA;NA;0.6
1962;3;8;0.6;0;0;0;0.2;0;NA;3.7;NA;1.2;NA;NA;0;0;0;NA;NA;0.2
1962;3;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;10;3.4;2.2;3.8;11;2.2;5.6;NA;7.9;NA;0.8;NA;NA;13;3;6.3;NA;NA;12.2
1962;3;11;7.6;8.6;19;22;20;6.4;NA;26;NA;15.6;NA;NA;24;15.2;14.4;NA;NA;5.6
1962;3;12;0;0;0.2;2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;13;0;0;0;0;0.2;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1962;3;14;29.4;0.2;22.2;45;12.8;0;NA;17.5;NA;2;NA;NA;34;16.7;29.5;NA;NA;16.2
1962;3;15;1.8;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;6.4
1962;3;16;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;3;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;18;0;0;0.4;0;0;0;NA;0.3;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;19;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;3;22;0;0;0.2;0;0.8;0;NA;0.2;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;23;0;0;0;0;0;0;NA;0;NA;0.8;NA;NA;0;0;0;NA;NA;0
1962;3;24;3.6;3.4;5.6;4;2.8;0.3;NA;7.1;NA;3;NA;NA;17;4.3;6.2;NA;NA;6.6
1962;3;25;6.4;0.8;7.8;10;3.4;0;NA;5.2;NA;0.4;NA;NA;5;8.2;10.9;NA;NA;10.2
1962;3;26;3;0;4.8;8;7.8;0;NA;8.2;NA;0.8;NA;NA;8;6.3;8.6;NA;NA;6.2
1962;3;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;28;2;0.6;0.8;8;1.8;0;NA;0;NA;0.4;NA;NA;2;0;0;NA;NA;0
1962;3;29;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;30;0;0;0;4;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;3;31;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.8
1962;4;1;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;4;1;1.4;0.4;3;2.2;1.5;NA;0.3;NA;1.4;NA;NA;34;0.6;0.5;NA;NA;2.2
1962;4;5;5.6;7.6;11.6;11;10.4;4;NA;17.2;NA;6;NA;NA;31;5.7;5.3;NA;NA;10.4
1962;4;6;0;0.2;0;0;4.4;0;NA;0;NA;0.6;NA;NA;0;0;0;NA;NA;0
1962;4;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;10;34.8;31.8;8;14;14;41;NA;10.1;NA;26.6;NA;NA;18;19.4;29.3;NA;NA;16.4
1962;4;11;21.6;5.2;25;24;13.6;1.6;NA;20.1;NA;10.8;NA;NA;6;21.8;29.4;NA;NA;16
1962;4;12;0;0;1.4;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;14;6.2;4.8;9.6;6;0.6;10;NA;18.1;NA;1;NA;NA;16;4;8.9;NA;NA;3.2
1962;4;15;24.4;9;10.6;26.2;2.8;10.1;NA;22.1;NA;2.8;NA;NA;30;25.4;25.9;NA;NA;18.6
1962;4;16;0;1;0.6;10;0.6;0;NA;1.2;NA;1;NA;NA;10;8.3;0;NA;NA;22.6
1962;4;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.8
1962;4;18;0.8;0.8;0;4.2;0;2;NA;0.1;NA;0;NA;NA;6;4.1;2.1;NA;NA;3.6
1962;4;19;0.6;4.4;0.2;4.4;0;0.1;NA;2;NA;0.4;NA;NA;17;5.3;1.4;NA;NA;6.6
1962;4;20;2;2;2.4;4.2;0.2;2;NA;3.6;NA;0.2;NA;NA;9;4.6;0;NA;NA;5.4
1962;4;21;0.2;0;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;4;22;0;0;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;24;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;4;28;5.2;5.6;4.4;5.4;3.6;0;NA;6.2;NA;1;NA;NA;8;3.7;9.6;NA;NA;2.4
1962;4;29;0;0;0;0.4;0;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0
1962;4;30;0;0;2.8;0.2;0.8;0.2;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;1;0.4;2.6;6.2;0.6;2;0;NA;4.1;NA;0;NA;NA;0;0;0.6;NA;NA;0
1962;5;2;0.2;0;0;3;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.8
1962;5;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;4;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;5;0;1.8;0.8;0.6;0;0;NA;1.2;NA;0;NA;NA;0;6.3;0.3;NA;NA;4
1962;5;6;0;0;0;0;0.6;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1962;5;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;12;1.8;0;0.8;1.6;0;4;NA;0;NA;0.2;NA;NA;3;3.4;3;NA;NA;1.6
1962;5;13;4.4;5.4;4.4;3;2;10;NA;0.4;NA;2;NA;NA;5;4.2;2.9;NA;NA;1.8
1962;5;14;16.6;15.4;6.2;10.4;1.6;23;NA;15.1;NA;5.8;NA;NA;27;6.8;6.5;NA;NA;3.6
1962;5;15;1;0;7.8;1.6;0;0;NA;2.4;NA;2;NA;NA;9;1.6;5.4;NA;NA;1.2
1962;5;16;2.2;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1962;5;19;0.8;2.8;0.4;1;0.6;5;NA;0;NA;0.4;NA;NA;0;0;0.8;NA;NA;0.8
