yy;mm;dd;14158_1;14246_1;14271;9573;9317;14444;9068;9101;9167;9177;9191;9192;9230;9244;9287;9289;9310;9404
1964;12;12;0;0.2;0;0;0.4;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0.2
1964;12;13;0;0.2;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1964;12;14;0;0.2;0.2;0.2;0.2;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0.2
1964;12;15;0.8;3.6;1.8;2;2.4;6.3;NA;1.2;NA;3.6;NA;NA;20;2.3;1.1;NA;NA;4.2
1964;12;16;5.2;8.6;6.8;13.8;9.8;14.2;NA;8.1;NA;7.4;NA;NA;32;9.6;7.2;NA;NA;8.6
1964;12;17;5.2;8.8;3.4;19.8;5.6;6.1;NA;11.3;NA;8;NA;NA;75;10.3;4;NA;NA;8.2
1964;12;18;0;0.2;0;0.2;3.8;0;NA;0;NA;0;NA;NA;5;0;0;NA;NA;0.4
1964;12;19;9.4;10.6;9.4;10.2;11.2;28;NA;8.9;NA;7.4;NA;NA;21;8.7;8.9;NA;NA;9.6
1964;12;20;12.4;7.8;12.4;7.8;10;7;NA;6.7;NA;9.8;NA;NA;10;6.9;11.6;NA;NA;4.8
1964;12;21;6;5.8;3.4;2.2;0.6;3.5;NA;0;NA;4;NA;NA;5;3.3;0.9;NA;NA;2.4
1964;12;22;0.2;0.6;0;0.6;0;0;NA;0;NA;0;NA;NA;2;0;0;NA;NA;0.2
1964;12;23;0;0.6;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1964;12;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1964;12;25;0;0;1;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0.4;NA;NA;0.4
1964;12;26;3.6;2.4;15;5.2;14.8;8;NA;6.4;NA;14;NA;NA;0;5.2;5.7;NA;NA;1.2
1964;12;27;10;17.2;6.2;6;10.6;7;NA;8.5;NA;12.2;NA;NA;5;2.7;7.5;NA;NA;10.2
1964;12;28;2.2;1.2;2.4;2.2;7.6;2;NA;10.8;NA;8;NA;NA;8;3.6;5.1;NA;NA;0.8
1964;12;29;15.6;NA;12;16.6;3.6;7;NA;38;NA;4.6;NA;NA;30;4.9;24.5;NA;NA;22
1964;12;30;0;0.6;0.4;0;0;0;NA;0;NA;1.6;NA;NA;0;0;0;NA;NA;0
1964;12;31;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;1;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;315;0;0;NA;NA;0
1965;1;2;1;1;0;0;1;2;NA;0;NA;0.2;NA;NA;0;0.7;0;NA;NA;0.2
1965;1;3;0.6;3.6;0.8;1;0.4;11.5;NA;2.1;NA;0;NA;NA;0;1.2;2;NA;NA;1.4
1965;1;4;0;1.2;6;11;0.6;0;NA;5;NA;0;NA;NA;0;0;4;NA;NA;0.2
1965;1;5;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;6;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;1;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;8;0;0;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;1;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;10;2.2;1.8;5.2;3.4;3.6;4;NA;4.1;NA;0;NA;NA;0;2.2;3.2;NA;NA;1.6
1965;1;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;1;12;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;13;0;0;0.4;0.4;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;1;14;0.4;0.4;0.6;2;1.4;0;NA;3;NA;1;NA;NA;0;0;2.6;NA;NA;1.8
1965;1;15;19.8;18.4;13.4;20;11.2;10.3;NA;17.3;NA;11.6;NA;NA;0;23.5;18.3;NA;NA;16
1965;1;16;7;10.6;6.6;7;5.6;20;NA;8.4;NA;5.4;NA;NA;0;4.3;5.3;NA;NA;4.4
1965;1;17;0;0;0.4;0;1;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;18;0.6;1.8;0.2;21.6;0.8;2.5;NA;5;NA;0;NA;NA;0;3.7;0.6;NA;NA;0
1965;1;19;2.2;NA;5;15;2.2;NA;NA;8.2;NA;4.6;NA;NA;0;1.8;7.5;NA;NA;7.6
1965;1;20;17;14.8;15.4;30;5.2;13;NA;17.5;NA;10;NA;NA;0;11.2;22.5;NA;NA;26.8
1965;1;21;0;0.2;0;0;0;0;NA;1.1;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;22;0;0;0.2;0;0.8;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;23;0.8;0;0.6;14;1.4;0;NA;0;NA;0;NA;NA;0;2.9;1.8;NA;NA;1
1965;1;24;0.8;0;1.6;0;0.8;2;NA;12.3;NA;0;NA;NA;0;0;0;NA;NA;1.8
1965;1;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;1;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;27;0;0.8;0.2;0;0;2.3;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;1;28;0.4;0.2;0.8;2.4;0;0;NA;2.4;NA;0;NA;NA;0;0;0.9;NA;NA;1.8
1965;1;29;14.2;6;12.2;30.4;5;6;NA;25.3;NA;0;NA;NA;0;22.3;13.1;NA;NA;23.6
1965;1;30;0;0;0.2;0;0.2;0;NA;1;NA;0.2;NA;NA;0;0;0.4;NA;NA;0
1965;1;31;0;0.2;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;1;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;2;0.4;0.4;1.8;0.8;4.6;0;NA;0;NA;0.8;NA;NA;0;1.3;0.6;NA;NA;0
1965;2;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;4;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;5;0;0;0;0;0;0;NA;0;NA;0;NA;NA;1;0;0;NA;NA;0
1965;2;6;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;7;0;0;0;0.4;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;9;0.4;0;1;14;0.2;0;NA;4.4;NA;0;NA;NA;7;4;4.2;NA;NA;3.4
1965;2;10;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;14;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;2;15;0;0.2;0.4;0;0.4;0;NA;0;NA;0.4;NA;NA;0;0;0;NA;NA;0.4
1965;2;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;19;0;0;0;0;0.4;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;20;0;0;0.6;0;0;0;NA;1;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;2;21;0;0;0.4;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;24;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;2;25;0;0;0;3.2;0;0;NA;3.3;NA;0;NA;NA;4;0;0;NA;NA;0.8
1965;2;26;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;2;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;2;28;0;0;0;0;0;0;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;3;1;0.2;0;2;5.6;0.6;0;NA;3.2;NA;3.2;NA;NA;20;0;0.3;NA;NA;1.2
1965;3;2;21.6;14.8;10;36.2;0;14;NA;28.4;NA;1;NA;NA;190;19.6;24.3;NA;NA;41.2
1965;3;3;4;5.6;7.2;10.4;3;15.7;NA;13.5;NA;5.4;NA;NA;22;7.8;8.4;NA;NA;3.2
1965;3;4;0;0;0.2;0;0;0;NA;2.1;NA;0;NA;NA;18;0;0;NA;NA;1
1965;3;5;7.8;0.4;2.6;8;0;0;NA;10.2;NA;1;NA;NA;45;8.2;8.6;NA;NA;12.2
1965;3;6;0;2;12;5.4;3.2;6;NA;9.2;NA;3.4;NA;NA;10;5.1;0;NA;NA;0.2
1965;3;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;8;0;0;0;0.2;0;0;NA;2;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;3;9;0;0;0;2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;3;13;0.2;0;0.2;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0.6;NA;NA;0.2
1965;3;14;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;15;0;0;0;0.4;0;0;NA;0;NA;0.2;NA;NA;5;0;0;NA;NA;0
1965;3;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;17;12.4;11.6;13;11.6;9.6;8;NA;11.2;NA;4;NA;NA;14;12.3;12.7;NA;NA;11.2
1965;3;18;0;0;1.6;0.6;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;19;0;0.2;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;20;0.8;0;0;1.8;0.2;0;NA;0;NA;0;NA;NA;0;3.4;0.4;NA;NA;0
1965;3;21;0;0;0;0;0;0;NA;2;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;22;0;0.2;0;0;0;0;NA;0;NA;0.8;NA;NA;0;0;0;NA;NA;0
1965;3;23;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;24;14.4;8.4;12.2;25.2;6.4;7;NA;8.3;NA;9.2;NA;NA;23;10.6;19;NA;NA;15.4
1965;3;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;26;9.8;1.6;15;4.6;2.4;4.8;NA;3;NA;0.6;NA;NA;0;1.3;4.4;NA;NA;2.4
1965;3;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0.2
1965;3;28;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;29;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;30;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;3;31;7;0.4;3.6;4.8;5;4.5;NA;10.1;NA;0.4;NA;NA;11;8.5;8.3;NA;NA;7.2
1965;4;1;1.8;0.2;4.6;2.6;2.2;0;NA;2.1;NA;0;NA;NA;0;1.3;0.8;NA;NA;1.8
1965;4;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;4;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;5;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;6;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;7;2.2;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;1.6;0;NA;NA;0
1965;4;8;0.2;0.2;0;0.2;0;1.4;NA;0;NA;0;NA;NA;0;1.2;0.2;NA;NA;1.2
1965;4;9;29.8;11.8;14;30;4.2;16.4;NA;11.2;NA;12.8;NA;NA;20;28.8;32.3;NA;NA;25
1965;4;10;39.2;17.4;33.8;40;29.8;11.5;NA;47.6;NA;19;NA;NA;30;31.7;36.9;NA;NA;23.8
1965;4;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;12;1.6;0;0.2;3.4;0;0;NA;0.4;NA;0;NA;NA;14;7.5;4.2;NA;NA;12.4
1965;4;13;5.4;2.4;2;1.6;1.8;4.3;NA;0.6;NA;0.8;NA;NA;10;14.6;1.3;NA;NA;1.6
1965;4;14;7.2;2.2;10.6;20.6;4.6;4.7;NA;5.1;NA;5;NA;NA;8;3.9;14.9;NA;NA;12.4
1965;4;15;3.8;2;3.4;11.4;0.2;0;NA;12;NA;0;NA;NA;2;1.4;2.6;NA;NA;8
1965;4;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;17;0;0;0;0;1.6;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;18;0;0;0.4;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;19;21.8;8;13.2;21.8;11.2;13.5;NA;16.2;NA;15;NA;NA;15;20.9;26.4;NA;NA;21.4
1965;4;20;7.2;3.4;25.8;17.6;10.8;4.3;NA;18.8;NA;4.6;NA;NA;31;11.2;18.2;NA;NA;19.6
1965;4;21;20.4;4;9.8;11;2.6;16.1;NA;29.4;NA;1.6;NA;NA;20;9.9;15.8;NA;NA;16
1965;4;22;0.6;0.4;1.4;5;2.4;0;NA;3.3;NA;0.6;NA;NA;0;25.3;1;NA;NA;0.8
1965;4;23;0;0;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;4;24;1;12.6;1;3;10.8;16.1;NA;7.8;NA;0.2;NA;NA;1;2.1;4.6;NA;NA;8.8
1965;4;25;0;0.6;0;0;0;11;NA;0;NA;2.4;NA;NA;0;0;1;NA;NA;0
1965;4;26;0.6;1.2;0;1.2;0.2;3.4;NA;3.2;NA;1.6;NA;NA;3;8.3;11.1;NA;NA;17.4
1965;4;27;0;0;0;0.2;0;0;NA;0;NA;0;NA;NA;4;0;0;NA;NA;0
1965;4;28;8.4;18.6;9.4;6.2;5.4;17.2;NA;9;NA;8.2;NA;NA;13;6.8;7.6;NA;NA;9.8
1965;4;29;0;1.2;0;0.4;0;4.2;NA;0;NA;0;NA;NA;5;0;0;NA;NA;0.4
1965;4;30;0;0;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;1;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;3;0;0;0;0.6;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;4;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;5;0;12.2;0;0;0;6.5;NA;0;NA;2.8;NA;NA;0;0;0;NA;NA;0
1965;5;6;0;9.4;7.2;12.4;10.6;9;NA;7;NA;17.4;NA;NA;10;2.6;0;NA;NA;1.4
1965;5;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;11;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;14;0;0;1.8;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;18;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;19;0.8;0;1;6.6;0.2;0;NA;3.4;NA;2;NA;NA;11;1.3;3.7;NA;NA;7.2
1965;5;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;21;16;2;17.6;26.6;3.6;1;NA;21.3;NA;2.8;NA;NA;23;16.1;22.2;NA;NA;12
1965;5;22;22;5.2;31.2;51.8;15.4;6;NA;51.3;NA;9;NA;NA;41;18.9;32.6;NA;NA;34.6
1965;5;23;7.8;1.6;9.4;11.4;5.6;3;NA;23.2;NA;1;NA;NA;0;9.7;9.3;NA;NA;1
1965;5;24;0;0;0;0;0;0;NA;0;NA;1.6;NA;NA;0;0;0.8;NA;NA;0
1965;5;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;2.2
1965;5;26;0;0;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;2
1965;5;27;0;13.2;0;1.2;20;13.2;NA;4.5;NA;0;NA;NA;6;8;3.4;NA;NA;2.8
1965;5;28;9.4;3.2;14.8;6;3.6;6;NA;9.5;NA;5.8;NA;NA;26;16.8;6.1;NA;NA;15.6
1965;5;29;9.4;5.6;1.4;7;22.4;14;NA;3.9;NA;41.2;NA;NA;31;11.2;10.4;NA;NA;14.2
1965;5;30;0;0;0;0;3;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;5;31;29.4;16.8;7;25.2;12.6;18.1;NA;11.2;NA;8.6;NA;NA;70;28.3;30.8;NA;NA;30.6
1965;6;1;20.2;23.6;10.6;12.4;20.6;12;NA;4.1;NA;16.6;NA;NA;10;7.9;11.7;NA;NA;8.2
1965;6;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;3;13.2;0.2;2.2;8.8;0.2;0;NA;5.2;NA;0;NA;NA;15;7.8;6.1;NA;NA;8.6
1965;6;4;21.2;23.8;28.4;22.8;14.6;15.5;NA;24.1;NA;12.6;NA;NA;30;16.3;22.1;NA;NA;15.2
1965;6;5;2.4;1;0.6;3;1.2;8.7;NA;3.1;NA;0;NA;NA;0;0;0.1;NA;NA;0
1965;6;6;9.8;29.6;0.6;0;0;14;NA;0;NA;0.6;NA;NA;0;17.1;0;NA;NA;0
1965;6;7;0;0.2;0;0;0;4.3;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;8;33;25.8;50.8;49;17.4;30;NA;51.6;NA;14.2;NA;NA;54.3;26.9;44.5;NA;NA;37.8
1965;6;9;2;7.6;14.8;17.8;9.8;8;NA;6.1;NA;6.8;NA;NA;31;4.4;8.3;NA;NA;11.4
1965;6;10;0;0;1;0;18;0;NA;11.8;NA;0.6;NA;NA;10;0;2.9;NA;NA;23.6
1965;6;11;0;0.2;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;12;0;0;0.4;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;13;0;0.2;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;14;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;11.3;10.1;NA;NA;2
1965;6;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;16;0;0;0;0;0;0;NA;0;NA;0;NA;NA;2;0;0;NA;NA;4.6
1965;6;17;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;18;0;0.2;0;0;0;0;NA;0;NA;0.8;NA;NA;0;0;0;NA;NA;0
1965;6;19;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;22;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;23;0;0;0;0;0.4;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;27;11.2;0;11.6;0;0;0;NA;0;NA;0.2;NA;NA;5;0;7.5;NA;NA;0
1965;6;28;0;0;0.2;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;29;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;6;30;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;1;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;2;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;3;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;4;0;0;0;0;0;0;NA;0;NA;7.2;NA;NA;0;0;0;NA;NA;0
1965;7;5;0;4.6;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;6;15.6;3.6;43.8;14.4;25.8;10.4;NA;15.2;NA;15.6;NA;NA;27;19.4;35;NA;NA;21.8
1965;7;7;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;10;2.8;0;0.4;0;8;0;NA;0;NA;4;NA;NA;0;15.4;0;NA;NA;0
1965;7;11;0;0;0;2.2;0.2;0;NA;2.5;NA;0;NA;NA;0;0;6.9;NA;NA;0
1965;7;12;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;14;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;15;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;16;0.8;0.8;0.8;0;0.2;14.3;NA;2;NA;1.8;NA;NA;3;3.4;1.6;NA;NA;0.4
1965;7;17;0;0;0;0;0;0;NA;5.3;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;18;0;0.2;0;0;0;0;NA;0;NA;0;NA;NA;5;0;0;NA;NA;0
1965;7;19;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;21;0;1;0;0;2.4;18.4;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;22;5.6;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;23;0;0.6;0.8;0.2;1;1.3;NA;0;NA;0.2;NA;NA;0;0;0;NA;NA;0
1965;7;24;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;25;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;26;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;27;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;28;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;29;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;30;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;7;31;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;1;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;2;6.2;2.2;3.6;0.2;10.8;5.2;NA;0;NA;14.6;NA;NA;0;7.2;1.2;NA;NA;0
1965;8;3;0;0;0;0.6;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;4;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;5;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;6;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;7;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;8;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;9;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;10;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;11;7.4;1.4;22.2;0;3;7.4;NA;0.3;NA;4.2;NA;NA;0;1.3;23.9;NA;NA;0
1965;8;12;0;0;0;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;13;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;14;0.2;0;0.2;0;0.2;0;NA;0;NA;0;NA;NA;0;0;0.2;NA;NA;0.2
1965;8;15;6.8;26.6;6;10.6;31.6;10.8;NA;5;NA;20.4;NA;NA;17;13.4;12.9;NA;NA;13.8
1965;8;16;0;0;0;0.2;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;17;0;0;1.6;4;0;0;NA;10.2;NA;0;NA;NA;0;0;0;NA;NA;3.2
1965;8;18;6.6;0;2.6;32;0;0;NA;12.3;NA;22;NA;NA;0;6.3;4.4;NA;NA;33.4
1965;8;19;0;0;0;0.6;0;0;NA;0;NA;0;NA;NA;13;0;0;NA;NA;2
1965;8;20;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
1965;8;21;0;0;0;0;0;0;NA;0;NA;0;NA;NA;0;0;0;NA;NA;0
